source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,l,b,distance_pc,bp_rp
3427439363123630976,87.9610237824772,23.382704924401878,4.0936252682405465,0.025195587,-9.121814424742576,-20.17354930420752,6.246697,7.2518315,5.2466455,52.097248,185.47939622899696,-1.6654308417747345,244.2822521539211,2.005186
3035874582095035520,117.92037924681543,-12.819445028281141,13.784271673420836,0.05536287,7.348979793825887,-9.49262719296848,6.2752485,6.463969,5.935183,29.122505,231.31986156779345,7.1415863038221445,72.54645175981435,0.5287862
3062123532420582656,112.8223599529078,-1.1259118201500988,7.049353074711129,0.020151893,5.120896695683181,-7.672740499982198,6.2813287,6.8102574,5.5966344,35.246216,218.52090542385878,8.336544561578998,141.85698877637483,1.213623
3016602892035238784,82.58647501438871,-7.434819174363495,2.8252187666979163,0.064818814,0.27203567967948106,-0.681853155586835,6.2967067,6.1850076,6.4809065,,210.3770566759807,-21.394424205887645,353.9548907813566,-0.2958989
3006821121199006720,96.68690281147619,-7.511999112317162,8.676241401159738,0.038831096,4.522753783392606,-13.222482729717946,6.3331366,6.300866,6.3656697,26.329515,216.86357547213788,-8.886978965643575,115.25728178406052,-0.0648036
877398635310693504,119.06462069885032,29.85209441617456,2.9703066987060027,0.021922255,-2.3550297610531254,4.168887559452622,6.3367634,7.063701,5.510054,0.14014524,191.1606596188099,26.25653890734896,336.66557074245713,1.553647
3430429278838797568,90.02510357014626,27.271848286905406,6.965496984047896,0.025022814,-11.644934702908907,-76.03423038141261,6.342347,6.851818,5.6710134,100.33085,183.05694212739712,1.9035363807458745,143.56477395513343,1.1808047
3354966772167562496,103.66568479135353,15.837885427752026,4.808470521452419,0.024258077,-10.163841431612113,-12.754696910955381,6.343917,6.7899814,5.728881,13.458185,199.10696537105574,7.844940056853775,207.96633680889153,1.0611005
3162827836766605440,111.78796880572888,11.95497685165499,3.0330617629863177,0.2198235,-4.380571611179864,-3.3643115395928045,6.345994,6.800454,5.720573,-12.264121,206.1390871336953,13.272671432846906,329.6998472643734,1.0798812
3021354775132548736,92.93210699796741,-4.6654715047338975,3.477656082377545,0.15604223,-10.721899253136723,-5.902352535938783,6.363591,6.121995,6.206631,30.071665,212.5840251047824,-10.953604685956734,287.5499981344725,-0.08463621
